warehouse,date,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,user_activity_1,user_activity_2,id
Prague_1,2021-01-11,7766.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20161290322580647,0.4263959390862944,0.6890521240789593,Prague_1_2021-01-11
Prague_1,2021-01-12,7854.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49875,0.20161290322580647,0.43417935702199667,0.6926908032384245,Prague_1_2021-01-12
Prague_1,2021-01-13,7728.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018750000000000003,0.20161290322580647,0.4297800338409476,0.6952833621395433,Prague_1_2021-01-13
Prague_1,2021-01-14,7873.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01625,0.3528225806451613,0.4439932318104907,0.6966933503138362,Prague_1_2021-01-14
Prague_1,2021-01-15,8191.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5040322580645161,0.42808798646362095,0.6968070590375695,Prague_1_2021-01-15
Prague_1,2021-01-16,7660.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.7056451612903226,0.4419627749576988,0.6968525425270626,Prague_1_2021-01-16
Prague_1,2021-01-17,7352.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5040322580645161,0.4138747884940778,0.6954652960975167,Prague_1_2021-01-17
Prague_1,2021-01-18,8212.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.40322580645161293,0.444331641285956,0.6957609387792232,Prague_1_2021-01-18
Prague_1,2021-01-19,7993.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.3528225806451613,0.4236886632825719,0.6961930319294096,Prague_1_2021-01-19
Prague_1,2021-01-20,7669.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.20161290322580647,0.42199661590524534,0.6932820886018376,Prague_1_2021-01-20
Prague_1,2021-01-21,7903.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05040322580645162,0.4223350253807107,0.6900527608478122,Prague_1_2021-01-21
Prague_1,2021-01-22,8491.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42605752961082916,0.686823433093787,Prague_1_2021-01-22
Prague_1,2021-01-23,7846.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42199661590524534,0.690666787955972,Prague_1_2021-01-23
Prague_1,2021-01-24,7346.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.05040322580645162,0.41150592216582066,0.6987401073410353,Prague_1_2021-01-24
Prague_1,2021-01-25,7776.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.10080645161290323,0.40947546531302875,0.6962157736741563,Prague_1_2021-01-25
Prague_1,2021-01-26,7735.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15120967741935484,0.4257191201353638,0.698489948148822,Prague_1_2021-01-26
Prague_1,2021-01-27,7561.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022500000000000003,0.20161290322580647,0.4138747884940778,0.6982397889566088,Prague_1_2021-01-27
Prague_1,2021-01-28,7855.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.10080645161290323,0.4182741116751269,0.6980805967433821,Prague_1_2021-01-28
Prague_1,2021-01-29,8269.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1075,0.0,0.41692047377326563,0.6984672064040753,Prague_1_2021-01-29
Prague_1,2021-01-30,8113.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10500000000000001,0.05040322580645162,0.43113367174280876,0.7012189575184209,Prague_1_2021-01-30
Prague_1,2021-01-31,7134.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.05040322580645162,0.4101522842639594,0.7049258619121259,Prague_1_2021-01-31
Prague_1,2021-02-01,7531.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060913705583757,0.7069043937050852,Prague_1_2021-02-01
Prague_1,2021-02-02,7676.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42605752961082916,0.7088829254980442,Prague_1_2021-02-02
Prague_1,2021-02-03,7813.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.43248730964467,0.7099745292458837,Prague_1_2021-02-03
Prague_1,2021-02-04,7876.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07625,0.0,0.42605752961082916,0.7114300009096699,Prague_1_2021-02-04
Prague_1,2021-02-05,8438.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42098138747884944,0.7123169289547895,Prague_1_2021-02-05
Prague_1,2021-02-06,7740.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045000000000000005,0.15120967741935484,0.42199661590524534,0.7120212862730828,Prague_1_2021-02-06
Prague_1,2021-02-07,7854.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.25201612903225806,0.43620981387478847,0.7140225598107888,Prague_1_2021-02-07
Prague_1,2021-02-08,8029.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275,0.5544354838709677,0.4358714043993232,0.7154098062403347,Prague_1_2021-02-08
Prague_1,2021-02-09,8232.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018750000000000003,0.7560483870967742,0.4439932318104907,0.7179341399072137,Prague_1_2021-02-09
Prague_1,2021-02-10,8046.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025000000000000005,0.7560483870967742,0.43925549915397627,0.7201628308923862,Prague_1_2021-02-10
Prague_1,2021-02-11,8332.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.7560483870967742,0.45820642978003384,0.7223460383880651,Prague_1_2021-02-11
Prague_1,2021-02-12,8028.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7056451612903226,0.4379018612521151,0.7238242517965978,Prague_1_2021-02-12
Prague_1,2021-02-13,7748.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048387096774194,0.43248730964467,0.7237105430728645,Prague_1_2021-02-13
Prague_1,2021-02-14,7568.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048387096774194,0.43857868020304563,0.7251887564813972,Prague_1_2021-02-14
Prague_1,2021-02-15,7681.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017499999999999998,0.6048387096774194,0.43654822335025384,0.7245292458837442,Prague_1_2021-02-15
Prague_1,2021-02-16,7816.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022500000000000003,0.6048387096774194,0.4243654822335025,0.726007459292277,Prague_1_2021-02-16
Prague_1,2021-02-17,8150.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.3024193548387097,0.4585448392554991,0.7281679250432094,Prague_1_2021-02-17
Prague_1,2021-02-18,7603.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.10080645161290323,0.4304568527918781,0.7281679250432094,Prague_1_2021-02-18
Prague_1,2021-02-19,8077.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43824027072758037,0.7295324297280088,Prague_1_2021-02-19
Prague_1,2021-02-20,7922.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372250423011845,0.7305558082416084,Prague_1_2021-02-20
Prague_1,2021-02-21,7754.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4439932318104907,0.7315337032657145,Prague_1_2021-02-21
Prague_1,2021-02-22,8064.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4480541455160744,0.7332620758664605,Prague_1_2021-02-22
Prague_1,2021-02-23,8533.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666666,0.7367870463021924,Prague_1_2021-02-23
Prague_1,2021-02-24,8310.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4649746192893401,0.7399708905667244,Prague_1_2021-02-24
Prague_1,2021-02-25,8510.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45279187817258887,0.7435413444919494,Prague_1_2021-02-25
Prague_1,2021-02-26,8221.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444331641285956,0.7465205130537615,Prague_1_2021-02-26
Prague_1,2021-02-27,7636.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05375,0.0,0.45685279187817257,0.7484308196124807,Prague_1_2021-02-27
Prague_1,2021-02-28,6914.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4372250423011845,0.7493632311470937,Prague_1_2021-02-28
Prague_1,2021-03-01,6888.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45211505922165823,0.7496816155735468,Prague_1_2021-03-01
Prague_1,2021-03-02,7554.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45617597292724194,0.7523423997089056,Prague_1_2021-03-02
Prague_1,2021-03-03,7718.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45279187817258887,0.7545938324388248,Prague_1_2021-03-03
Prague_1,2021-03-04,7849.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514382402707276,0.756231238060584,Prague_1_2021-03-04
Prague_1,2021-03-05,7890.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1625,0.0,0.4544839255499154,0.7571863913399437,Prague_1_2021-03-05
Prague_1,2021-03-06,8086.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.4656514382402707,0.7590057309196763,Prague_1_2021-03-06
Prague_1,2021-03-07,8432.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46429780033840945,0.7603929773492222,Prague_1_2021-03-07
Prague_1,2021-03-08,8212.0,International womens day,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025,0.05040322580645162,0.4544839255499154,0.7618939325025016,Prague_1_2021-03-08
Prague_1,2021-03-09,8558.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45076142131979696,0.7633266624215409,Prague_1_2021-03-09
Prague_1,2021-03-10,8522.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4585448392554991,0.7650550350222869,Prague_1_2021-03-10
Prague_1,2021-03-11,8554.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.47275803722504234,0.7651687437460202,Prague_1_2021-03-11
Prague_1,2021-03-12,8155.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.4463620981387479,0.7638269808059674,Prague_1_2021-03-12
Prague_1,2021-03-13,8426.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4575296108291032,0.7625079596106614,Prague_1_2021-03-13
Prague_1,2021-03-14,7984.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4534686971235195,0.763121986718821,Prague_1_2021-03-14
Prague_1,2021-03-15,8371.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461590524534687,0.764577458382607,Prague_1_2021-03-15
Prague_1,2021-03-16,8641.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.45482233502538066,0.7660784135358865,Prague_1_2021-03-16
Prague_1,2021-03-17,8760.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.05040322580645162,0.43654822335025384,0.767511143454926,Prague_1_2021-03-17
Prague_1,2021-03-18,8560.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.4419627749576988,0.7682388792868189,Prague_1_2021-03-18
Prague_1,2021-03-19,8574.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.43654822335025384,0.7664195397070863,Prague_1_2021-03-19
Prague_1,2021-03-20,8482.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028749999999999998,0.05040322580645162,0.4433164128595601,0.7674201764759392,Prague_1_2021-03-20
Prague_1,2021-03-21,8262.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43316412859560066,0.7690120986082052,Prague_1_2021-03-21
Prague_1,2021-03-22,8263.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018750000000000003,0.0,0.4318104906937394,0.7699672518875649,Prague_1_2021-03-22
Prague_1,2021-03-23,8328.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43857868020304563,0.7701719275902847,Prague_1_2021-03-23
Prague_1,2021-03-24,8076.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42098138747884944,0.768557263713272,Prague_1_2021-03-24
Prague_1,2021-03-25,8304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4182741116751269,0.76591922132266,Prague_1_2021-03-25
Prague_1,2021-03-26,7838.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4118443316412859,0.7626216683343947,Prague_1_2021-03-26
Prague_1,2021-03-27,8760.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42402707275803725,0.7599154007095426,Prague_1_2021-03-27
Prague_1,2021-03-28,7692.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.4236886632825719,0.7584599290457563,Prague_1_2021-03-28
Prague_1,2021-03-29,7993.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4223350253807107,0.7579141271718366,Prague_1_2021-03-29
Prague_1,2021-03-30,8056.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41150592216582066,0.7573455835531702,Prague_1_2021-03-30
Prague_1,2021-03-31,8470.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42605752961082916,0.7582779950877832,Prague_1_2021-03-31
Prague_1,2021-04-01,8744.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060913705583757,0.7577776767033566,Prague_1_2021-04-01
Prague_1,2021-04-02,9224.0,Good Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42808798646362095,0.7593241153461294,Prague_1_2021-04-02
Prague_1,2021-04-03,8491.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43316412859560066,0.7609160374783954,Prague_1_2021-04-03
Prague_1,2021-04-04,7664.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196277495769882,0.7610979714363686,Prague_1_2021-04-04
Prague_1,2021-04-05,6936.0,Easter Monday,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43316412859560066,0.761530064586555,Prague_1_2021-04-05
Prague_1,2021-04-06,8568.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.416243654822335,0.7613708723733286,Prague_1_2021-04-06
Prague_1,2021-04-07,8046.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.4138747884940778,0.7617574820340216,Prague_1_2021-04-07
Prague_1,2021-04-08,8462.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.05040322580645162,0.41150592216582066,0.7609842627126353,Prague_1_2021-04-08
Prague_1,2021-04-09,8868.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196277495769882,0.7591876648776494,Prague_1_2021-04-09
Prague_1,2021-04-10,8359.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4081218274111675,0.7572773583189303,Prague_1_2021-04-10
Prague_1,2021-04-11,6961.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39593908629441626,0.7555944692076777,Prague_1_2021-04-11
Prague_1,2021-04-12,8326.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.05040322580645162,0.40947546531302875,0.7556399526971709,Prague_1_2021-04-12
Prague_1,2021-04-13,8028.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05375,0.0,0.4027072758037225,0.754116255799145,Prague_1_2021-04-13
Prague_1,2021-04-14,7822.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4182741116751269,0.7530246520513053,Prague_1_2021-04-14
Prague_1,2021-04-15,8196.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060913705583757,0.7500909669789866,Prague_1_2021-04-15
Prague_1,2021-04-16,8683.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.40947546531302875,0.7479759847175476,Prague_1_2021-04-16
Prague_1,2021-04-17,8244.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4027072758037225,0.7466114800327481,Prague_1_2021-04-17
Prague_1,2021-04-18,7064.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.3925549915397631,0.744041662876376,Prague_1_2021-04-18
Prague_1,2021-04-19,7962.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.4016920473773266,0.7421995815518967,Prague_1_2021-04-19
Prague_1,2021-04-20,7759.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.40744500846023685,0.7401300827799508,Prague_1_2021-04-20
Prague_1,2021-04-21,7795.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4016920473773266,0.738606385881925,Prague_1_2021-04-21
Prague_1,2021-04-22,8131.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022500000000000003,0.0,0.41285956006768193,0.7382197762212317,Prague_1_2021-04-22
Prague_1,2021-04-23,8722.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4006768189509306,0.7375147821340853,Prague_1_2021-04-23
Prague_1,2021-04-24,7608.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4087986463620981,0.7363094696625125,Prague_1_2021-04-24
Prague_1,2021-04-25,7204.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42605752961082916,0.7352178659146731,Prague_1_2021-04-25
Prague_1,2021-04-26,8124.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4236886632825719,0.7352633494041663,Prague_1_2021-04-26
